Date,open,high,low,close,weighted_price,high_low_spread,midquote_price,effective_spread,7_trailing,7_next_trailing,volume_btc,volume_currency
2016-02-23,328.21,330.1,310.93,314.7,319.06,19.17,9.58,610.23,9.15749999999997,9.920000000000016,23102.422922830003,9824693.39
2016-02-24,314.78,318.53,307.54,317.43,315.39,10.99,5.5,623.87,6.090000000000032,-1.1924999999999955,17382.78226822,7308363.14
2016-02-25,317.92,319.68,312.95,317.14,316.45,6.73,3.37,627.56,1.3524999999999636,-2.4874999999999545,13717.138814500002,5790694.81
2016-02-26,317.24,323.15,314.03,323.15,317.81,9.12,4.56,637.18,8.114999999999952,-17.462499999999977,13392.59969268,5675360.66
2016-02-27,323.35,325.67,321.7,323.68,323.53,3.98,1.99,643.39,-2.910000000000025,72.72024999999996,10524.915549289999,4544408.38
2016-02-28,323.68,326.18,316.74,324.1,321.89,9.44,4.72,638.76,-4.589999999999975,79.09475000000003,9934.705603030001,4269331.72
2016-02-29,323.62,330.56,321.89,326.76,326.73,8.66,4.33,644.86,-1.5425000000000182,85.39500000000004,19316.35300093,8418570.43
2016-03-01,327.18,328.02,320.44,324.62,324.57,7.58,3.79,641.66,9.920000000000016,87.17500000000001,17146.91927705,7420538.24
2016-03-02,324.79,326.0,314.93,316.24,321.57,11.07,5.54,621.4,-1.1924999999999955,96.1925,15553.921766880001,6674632.11
2016-03-03,315.94,317.59,310.07,314.66,314.19,7.52,3.76,621.79,-2.4874999999999545,101.35249999999996,22251.369526399998,9313469.83
2016-03-04,314.63,317.18,304.73,305.69,312.31,12.45,6.22,598.93,-17.462499999999977,113.95224999999994,19785.08808098,8235088.14
2016-03-05,407.0,408.38,384.37,396.41,397.09,24.01,12.0,768.8,72.72024999999996,13.363499999999988,41684.486321749995,16561443.46
2016-03-06,396.3,410.03,388.97,403.19,401.51,21.06,10.53,785.33,79.09475000000003,8.300249999999892,17454.31054548,7019729.0
2016-03-07,403.38,415.49,399.17,412.16,408.36,16.32,8.16,808.0,85.39500000000004,2.652749999999969,20704.51738886,8461163.5
2016-03-08,412.32,414.97,408.04,411.79,411.39,6.94,3.47,816.65,87.17500000000001,3.7099999999999227,15898.093096510001,6542457.62
2016-03-09,411.66,413.9,408.3,412.43,410.97,5.6,2.8,819.27,96.1925,4.204000000000008,13051.87604471,5367674.29
2016-03-10,412.04,419.93,409.86,416.01,414.15,10.07,5.04,821.95,101.35249999999996,2.7930000000000064,20482.76685531,8481526.61
2016-03-11,416.09,422.02,415.22,419.64,419.26,6.8,3.4,832.48,113.95224999999994,-11.039499999999919,16634.70752573,6970888.97
2016-03-12,419.38,420.8,406.7,409.77,412.71,14.1,7.05,805.44,13.363499999999988,-0.17124999999998636,18040.21745964,7446262.68
2016-03-13,410.01,415.76,409.3,411.49,411.91,6.46,3.23,816.53,8.300249999999892,0.35725000000007867,11961.01582605,4929803.43
2016-03-14,411.92,415.8,410.32,414.81,413.23,5.48,2.74,824.14,2.652749999999969,-2.978249999999946,16501.45789614,6820090.14
2016-03-15,414.74,417.05,412.37,415.5,415.23,4.68,2.34,826.33,3.7099999999999227,1.3150000000000546,15261.048452219999,6337097.71
2016-03-16,415.58,417.1,413.31,416.64,415.29,3.79,1.89,829.49,4.204000000000008,0.3809999999999718,14422.78256936,5988450.38
2016-03-17,416.72,420.45,416.08,418.8,418.69,4.37,2.19,833.24,2.7930000000000064,-4.387999999999977,13519.575185349999,5657521.22
2016-03-18,419.07,419.38,403.09,408.6,411.49,16.3,8.15,800.9,-11.039499999999919,7.1200000000000045,23175.74050329,9530254.02
2016-03-19,408.42,410.5,404.96,409.6,408.09,5.54,2.77,813.65,-0.17124999999998636,7.433250000000044,11085.45211563,4522790.31
2016-03-20,409.58,413.59,408.72,411.85,411.23,4.87,2.44,818.83,0.35725000000007867,13.099499999999978,9680.621378700002,3980595.81
2016-03-21,411.46,412.58,407.16,411.83,410.09,5.42,2.71,818.25,-2.978249999999946,10.98049999999995,13147.97828251,5388802.8
2016-03-22,411.63,417.49,410.9,416.82,415.43,6.59,3.29,827.05,1.3150000000000546,-0.7250000000000227,15064.67181421,6258319.48
2016-03-23,417.07,418.57,413.82,417.02,416.36,4.75,2.38,829.28,0.3809999999999718,-3.944499999999948,15197.623122340001,6331271.37
2016-03-24,416.89,417.65,412.42,414.42,415.92,5.23,2.61,823.6,-4.387999999999977,1.2274999999999636,11382.0106328,4732214.15
2016-03-25,414.42,417.51,412.4,415.72,415.49,5.12,2.56,826.32,7.1200000000000045,1.5147499999999354,10754.99738241,4465409.79
2016-03-26,415.82,417.54,414.68,417.03,416.35,2.85,1.43,831.21,7.433250000000044,2.8117500000000177,7086.10352326,2950420.65
2016-03-27,417.12,427.7,416.06,424.95,422.96,11.64,5.82,838.26,13.099499999999978,-5.257499999999993,13301.17865619,5625694.89
2016-03-28,424.87,425.29,420.62,422.82,423.1,4.67,2.33,840.96,10.98049999999995,-3.2250000000000227,12723.697143,5379938.91
2016-03-29,422.83,425.33,407.02,416.09,416.4,18.31,9.15,813.88,-0.7250000000000227,6.577499999999986,18764.21930825,7806012.13
2016-03-30,415.58,416.01,408.7,413.07,412.69,7.3,3.65,818.84,-3.944499999999948,8.889499999999941,14609.938953129998,6029521.51
2016-03-31,413.24,418.04,412.54,415.64,415.49,5.5,2.75,825.78,1.2274999999999636,5.75750000000005,13681.46212263,5683060.81
2016-04-01,415.79,417.69,414.36,417.23,416.4,3.33,1.66,831.14,1.5147499999999354,1.6777500000000032,11903.307796190002,4953537.06
2016-04-02,417.29,421.06,417.04,419.84,419.51,4.02,2.01,835.67,2.8117500000000177,-105.89775000000003,8377.966854949998,3512001.39
2016-04-03,419.84,420.38,416.91,419.69,418.66,3.47,1.74,835.92,-5.257499999999993,-103.63425000000001,8752.747151849999,3661507.38
2016-04-04,419.46,420.5,416.63,419.59,418.72,3.87,1.94,835.31,-3.2250000000000227,-102.05000000000001,12541.61434725,5249591.88
2016-04-05,419.24,423.56,418.23,422.67,421.67,5.33,2.67,840.01,6.577499999999986,-102.65749999999997,13709.28947165,5776554.45
2016-04-06,422.74,423.6,420.84,421.96,422.27,2.76,1.38,841.17,8.889499999999941,-103.70049999999998,12738.804372690001,5377551.19
2016-04-07,421.76,423.0,419.31,421.4,421.59,3.69,1.85,839.11,5.75750000000005,3.6847499999999513,14394.48449035,6066195.37
2016-04-08,421.48,424.76,416.74,418.91,422.01,8.02,4.01,829.8,1.6777500000000032,10.67975000000007,15862.424178559999,6688127.83
2016-04-09,314.15,314.81,310.63,313.94,312.98,4.19,2.09,623.7,-105.89775000000003,116.5575,7966.492390120001,3323523.67
2016-04-10,314.04,317.17,313.4,316.06,315.55,3.77,1.88,628.35,-103.63425000000001,112.02250000000004,6423.44933785,2704406.8
2016-04-11,316.09,317.82,314.59,317.54,316.28,3.23,1.62,631.85,-102.05000000000001,111.1975000000001,9837.14275114,4149754.0
2016-04-12,317.44,321.7,316.78,320.01,319.37,4.91,2.46,635.11,-102.65749999999997,116.24925000000002,14235.78398458,6061106.92
2016-04-13,319.95,320.79,316.96,318.26,318.78,3.82,1.91,632.7,-103.70049999999998,123.46175,10987.30312968,4674323.01
2016-04-14,424.47,426.03,422.82,425.08,424.48,3.22,1.61,846.95,3.6847499999999513,25.982250000000022,10186.56516272,4327422.47
2016-04-15,425.36,430.31,424.25,429.59,428.02,6.06,3.03,853.13,10.67975000000007,18.332249999999988,14880.40817322,6366064.46
2016-04-16,429.37,433.08,416.74,430.5,430.51,16.33,8.17,844.67,116.5575,21.57800000000003,9103.25981569,3922237.24
2016-04-17,430.83,431.77,414.16,428.08,428.56,17.61,8.8,838.56,112.02250000000004,32.162499999999966,7577.7928382,3253873.43
2016-04-18,427.91,430.67,426.79,428.74,428.34,3.88,1.94,853.59,111.1975000000001,34.61549999999994,13922.144108049999,5966581.99
2016-04-19,428.72,437.3,427.49,436.26,430.82,9.81,4.91,862.71,116.24925000000002,32.09825000000001,14535.695198989999,6264654.15
2016-04-20,436.11,443.82,434.55,441.72,439.0,9.27,4.63,874.18,123.46175,3.2112500000000637,23454.62983521,10294725.34
2016-04-21,441.81,452.57,440.52,451.07,445.56,12.04,6.02,890.09,25.982250000000022,-1.1394999999999982,23449.34745202,10450886.14
2016-04-22,450.83,451.47,443.43,447.92,447.44,8.04,4.02,887.81,18.332249999999988,9.370249999999942,18781.24066621,8407048.86
2016-04-23,447.44,452.19,445.08,452.08,448.63,7.11,3.55,897.05,21.57800000000003,-1.78875000000005,10400.98040202,4672523.28
2016-04-24,452.08,463.0,448.71,460.24,455.91,14.29,7.15,906.2,32.162499999999966,-6.632000000000005,17648.858876,8069913.23
2016-04-25,460.25,470.24,454.44,463.35,462.54,15.8,7.9,910.9,34.61549999999994,-18.401749999999993,29055.616625789997,13440254.41
2016-04-26,463.93,470.31,462.65,468.36,466.78,7.66,3.83,929.06,32.09825000000001,-16.96750000000003,25162.62013986,11743620.57
2016-04-27,467.97,469.28,443.03,444.94,457.02,26.25,13.12,863.62,3.2112500000000637,2.690249999999992,27640.72581353,12648923.98
2016-04-28,445.57,450.97,435.26,449.93,444.83,15.7,7.85,884.15,-1.1394999999999982,-0.9975000000000023,26319.753951450002,11700768.88
2016-04-29,450.27,457.52,446.68,457.29,452.04,10.83,5.42,903.76,9.370249999999942,3.712750000000028,14202.86503098,6425912.53
2016-04-30,457.36,457.7,447.79,450.29,453.45,9.91,4.96,890.67,-1.78875000000005,9.271000000000015,12421.79682661,5639037.66
2016-05-01,450.33,454.68,448.35,453.61,452.22,6.33,3.17,900.89,-6.632000000000005,6.229499999999973,6905.9246412600005,3127499.01
2016-05-02,453.88,454.64,439.85,444.95,445.67,14.79,7.4,875.11,-18.401749999999993,16.993749999999977,22170.53309305,9887589.75
2016-05-03,444.91,452.49,442.34,451.39,448.11,10.15,5.07,892.64,-16.96750000000003,0.527499999999975,19180.36649659,8596218.42
2016-05-04,451.54,451.97,445.57,447.63,448.2,6.4,3.2,888.85,2.690249999999992,5.369749999999954,12926.34708254,5795535.45
2016-05-05,447.77,450.21,446.45,448.93,448.32,3.76,1.88,894.1,-0.9975000000000023,6.6025000000000205,11430.32795524,5127237.61
2016-05-06,448.93,463.51,447.61,461.01,454.18,15.9,7.95,906.12,3.712750000000028,-4.864999999999952,21016.067625249998,9550974.41
2016-05-07,460.42,462.09,457.86,459.56,459.86,4.23,2.12,914.89,9.271000000000015,-3.6097499999999627,7176.66333544,3302620.74
2016-05-08,459.62,461.63,456.35,459.84,458.92,5.28,2.64,914.4,6.229499999999973,-1.6302499999999327,6457.96645685,2968048.32
2016-05-09,459.36,464.82,456.79,461.94,461.12,8.03,4.02,915.86,16.993749999999977,-7.885249999999985,16634.2349052,7668081.93
2016-05-10,462.1,463.42,448.06,451.92,455.59,15.36,7.68,888.48,0.527499999999975,1.430749999999989,17562.67245328,8001156.57
2016-05-11,451.81,456.68,450.82,453.0,453.78,5.86,2.93,900.13,5.369749999999954,0.4874999999999545,16198.6832831,7354142.92
2016-05-12,453.01,455.57,448.61,455.53,451.69,6.95,3.48,904.11,6.6025000000000205,-20.390000000000043,13259.059838090001,5991561.28
2016-05-13,455.43,457.03,452.52,456.14,455.07,4.51,2.25,907.78,-4.864999999999952,-14.486500000000035,14272.467453649999,6494995.63
2016-05-14,456.52,457.53,452.57,455.95,455.15,4.96,2.48,906.94,-3.6097499999999627,-13.190000000000055,7268.97468069,3312578.57
2016-05-15,455.87,459.61,452.59,458.21,456.79,7.02,3.51,909.4,-1.6302499999999327,-18.93975000000006,5832.522894780001,2674011.19
2016-05-16,458.23,458.64,450.9,454.06,456.06,7.74,3.87,900.38,-7.885249999999985,-10.272249999999985,13537.080076500002,6179596.6
2016-05-17,453.79,455.73,451.77,453.35,453.73,3.96,1.98,902.74,1.430749999999989,-8.226749999999925,12471.74303381,5665650.32
2016-05-18,453.01,456.2,452.48,453.48,454.63,3.72,1.86,903.25,0.4874999999999545,-4.129999999999939,11760.38044943,5352121.86
2016-05-19,453.6,454.4,433.58,435.14,445.9,20.82,10.41,849.46,-20.390000000000043,18.08725000000004,17852.641974989998,7983436.39
2016-05-20,434.7,444.28,433.27,441.66,440.56,11.01,5.51,872.3,-14.486500000000035,30.374000000000024,13849.433708420001,6116534.41
2016-05-21,442.79,443.93,436.5,442.76,441.77,7.43,3.72,878.09,-13.190000000000055,78.59225000000004,7941.37317782,3519863.28
2016-05-22,442.62,443.84,436.74,439.27,440.8,7.11,3.55,871.44,-18.93975000000006,81.05800000000005,9732.77829489,4295921.06
2016-05-23,439.36,444.23,437.44,443.79,441.11,6.78,3.39,880.79,-10.272249999999985,86.40749999999991,13333.01349585,5888790.45
2016-05-24,443.5,446.66,441.37,445.12,444.78,5.29,2.64,884.96,-8.226749999999925,86.35850000000005,13065.849985519999,5818605.56
2016-05-25,445.06,450.2,444.76,449.35,448.07,5.44,2.72,893.26,-4.129999999999939,86.48624999999998,12607.33078503,5658214.15
2016-05-26,449.23,453.6,446.97,453.23,450.84,6.62,3.31,899.83,18.08725000000004,84.61324999999994,12226.155328949999,5517262.74
2016-05-27,453.23,477.98,453.08,472.03,469.69,24.9,12.45,919.16,30.374000000000024,97.94475,34716.85740943,16332354.97
2016-05-28,471.67,535.1,465.17,521.36,495.78,69.93,34.96,972.78,78.59225000000004,52.69674999999995,43942.660158629995,21748623.46
2016-05-29,522.47,544.49,486.84,520.33,522.1,57.65,28.82,983.01,81.05800000000005,54.07549999999992,29146.48697349,15205542.33
2016-05-30,521.64,538.78,516.17,530.19,530.07,22.6,11.3,1037.79,86.40749999999991,54.92500000000007,19744.09534323,10461783.66
2016-05-31,530.4,546.31,516.53,531.48,534.56,29.77,14.89,1033.19,86.35850000000005,46.70749999999998,31508.99120124,16856134.85
2016-06-01,531.45,542.44,515.59,535.84,534.19,26.85,13.43,1044.83,86.48624999999998,45.26875000000007,17678.122398689997,9449291.34
2016-06-02,535.88,540.61,531.67,537.84,535.62,8.94,4.47,1066.75,84.61324999999994,38.3180000000001,17011.09160719,9116833.17
2016-06-03,537.81,577.32,536.51,569.98,559.94,40.81,20.41,1099.14,97.94475,9.047500000000014,33647.76755983,18819331.1
2016-06-04,570.23,590.56,561.83,574.05,575.05,28.73,14.37,1119.37,52.69674999999995,36.58100000000002,20531.934887180003,11808024.41
2016-06-05,574.37,583.51,568.01,574.41,575.88,15.5,7.75,1133.31,54.07549999999992,97.50725000000011,13729.7156856,7901623.22
2016-06-06,574.12,586.68,574.08,585.12,582.8,12.6,6.3,1157.64,54.92500000000007,119.93475000000001,16549.4412426,9648111.53
2016-06-07,585.15,591.33,542.64,578.19,579.21,48.69,24.35,1107.69,46.70749999999998,107.2299999999999,24328.949311149998,14101091.44
2016-06-08,578.33,582.15,572.53,581.11,578.25,9.62,4.81,1152.6,45.26875000000007,115.33749999999986,11456.70825655,6629930.06
2016-06-09,582.35,583.01,572.88,576.16,577.39,10.14,5.07,1142.19,38.3180000000001,190.48099999999988,12908.11245531,7455861.53
2016-06-10,576.75,580.96,573.08,579.02,577.7,7.88,3.94,1150.17,9.047500000000014,170.115,14157.68998707,8177816.24
2016-06-11,579.09,611.14,578.48,610.63,590.3,32.67,16.33,1188.6,36.58100000000002,145.76974999999993,15416.230045119999,9099801.89
2016-06-12,610.56,683.44,605.06,671.91,643.74,78.39,39.19,1265.44,97.50725000000011,92.0067499999999,46355.83819215,29871941.89
2016-06-13,671.5,721.51,658.54,705.05,692.81,62.97,31.48,1347.14,119.93475000000001,18.415250000000015,50895.95446153,35271533.9
2016-06-14,704.72,705.15,653.31,685.42,683.16,51.83,25.92,1319.01,107.2299999999999,-18.253749999999968,34271.82114752,23410848.74
2016-06-15,684.99,697.42,672.51,696.44,685.53,24.91,12.45,1367.98,115.33749999999986,-92.94849999999997,20197.65768674,13846499.22
2016-06-16,696.69,775.2,695.28,766.64,739.92,79.91,39.96,1453.37,190.48099999999988,-140.0882499999999,53318.47023957,39418718.31
2016-06-17,767.81,777.61,708.36,749.14,744.88,69.24,34.62,1429.03,170.115,-81.67925000000002,43352.44648816,32284080.23
2016-06-18,749.08,781.29,728.41,756.4,758.29,52.88,26.44,1459.93,145.76974999999993,-88.34924999999987,25629.894386080003,19435963.29
2016-06-19,756.35,766.71,742.6,763.92,755.67,24.11,12.05,1503.73,92.0067499999999,-131.58000000000004,16016.907715640002,12091972.22
2016-06-20,762.46,765.44,718.05,723.47,744.71,47.39,23.69,1399.55,18.415250000000015,-64.22775000000001,27457.175254510003,20429715.87
2016-06-21,722.39,727.36,628.77,667.17,674.71,98.6,49.3,1235.73,-18.253749999999968,-19.643249999999966,80086.83455946,54027895.08
2016-06-22,666.29,679.22,581.88,603.5,639.39,97.34,48.67,1109.65,-92.94849999999997,35.69074999999998,49122.8147001,31373557.92
2016-06-23,602.88,634.41,413.6,626.55,592.32,220.81,110.41,1032.3,-140.0882499999999,44.68225000000007,60885.61339457,36039575.11
2016-06-24,626.29,706.62,625.64,667.46,661.11,80.98,40.49,1253.94,-81.67925000000002,8.674250000000029,51492.165192739994,34046294.71
2016-06-25,667.22,694.56,643.41,668.05,673.99,51.15,25.57,1284.96,-88.34924999999987,34.731750000000034,21927.158754949996,14766442.1
2016-06-26,667.61,670.0,616.3,632.34,638.4,53.7,26.85,1210.98,-131.58000000000004,27.002500000000055,20361.36776281,12971185.68
2016-06-27,632.35,660.04,624.04,659.24,642.37,36.0,18.0,1282.48,-64.22775000000001,20.620499999999993,27887.051804159997,17876243.85
2016-06-28,659.79,664.05,637.27,647.52,649.08,26.78,13.39,1268.27,-19.643249999999966,21.53449999999998,28558.97325419,18504324.39
2016-06-29,646.62,646.99,622.81,639.19,634.88,24.18,12.09,1254.19,35.69074999999998,37.512750000000096,57756.96629462,36715361.84
2016-06-30,638.73,674.1,633.25,671.24,660.74,40.86,20.43,1301.61,44.68225000000007,-31.221000000000117,36733.989875269996,24309808.1
2016-07-01,670.92,687.42,664.75,676.13,677.39,22.67,11.34,1329.59,8.674250000000029,-9.541000000000054,30645.16674271,20765738.07
2016-07-02,676.2,703.87,675.22,702.79,690.99,28.65,14.33,1376.92,34.731750000000034,-50.66750000000002,18765.3717535,12967783.51
2016-07-03,703.27,703.9,647.8,659.34,673.35,56.1,28.05,1262.58,27.002500000000055,-9.0,21341.8331584,14358343.5
2016-07-04,659.9,683.8,645.76,679.86,671.55,38.03,19.01,1321.7,20.620499999999993,-29.370249999999942,15093.975424799999,10139542.58
2016-07-05,680.25,682.67,661.68,669.06,672.78,21.0,10.5,1317.12,21.53449999999998,-4.0750000000000455,13347.812275969998,8985273.41
2016-07-06,669.26,680.54,665.26,676.7,673.76,15.28,7.64,1338.12,37.512750000000096,-21.700000000000045,13584.64831518,9151827.42
2016-07-07,677.14,680.96,609.85,640.02,638.25,71.11,35.56,1208.92,-31.221000000000117,20.94500000000005,40689.93104313,26027783.18
2016-07-08,640.38,667.83,636.23,666.59,649.07,31.6,15.8,1301.58,-9.541000000000054,-1.3490000000000464,23681.18942924,15368606.25
2016-07-09,666.61,666.91,620.35,652.12,649.24,46.56,23.28,1257.67,-50.66750000000002,12.075000000000045,53106.53649258,34511687.44
2016-07-10,652.05,654.1,640.01,650.34,647.57,14.09,7.04,1286.6,-9.0,28.75750000000005,26108.30657093,16911095.52
2016-07-11,650.96,662.31,644.59,650.49,651.47,17.72,8.86,1283.27,-29.370249999999942,23.444999999999936,13197.84595909,8605331.59
2016-07-12,650.54,676.02,647.37,664.98,660.6,28.64,14.32,1301.32,-4.0750000000000455,8.835500000000025,29816.59408391,19653867.97
2016-07-13,664.77,670.04,653.69,655.0,662.87,16.36,8.18,1293.64,-21.700000000000045,11.825249999999983,54755.55611186,36349038.23
2016-07-14,653.92,664.7,648.02,660.96,659.52,16.68,8.34,1305.24,20.94500000000005,4.74249999999995,18348.536722980003,12098653.7
2016-07-15,660.87,669.22,659.56,665.24,664.63,9.66,4.83,1320.83,-1.3490000000000464,-13.465000000000032,21584.2061982,14340052.65
2016-07-16,665.42,668.26,658.81,664.19,664.14,9.45,4.72,1318.94,12.075000000000045,-7.508000000000152,7581.59939814,5037308.69
2016-07-17,664.16,681.3,662.82,679.1,672.8,18.47,9.24,1339.73,28.75750000000005,-17.18850000000009,11113.16801605,7473842.95
2016-07-18,678.46,683.62,667.65,673.94,676.73,15.97,7.99,1331.9,23.444999999999936,-19.105999999999995,16053.633605970002,10857066.54
