Date	index	open	high	low	close	weighted_price	high_low_spread	midquote_price	effective_spread	7_trailing	7_next_trailing	volume_btc	volume_currency
2016-02-29	90	323.62	330.56	321.89	326.76	326.73	8.66	4.33	644.86	-1.5425	85.395	19316.35300093	8418570.43
2016-03-01	91	327.18	328.02	320.44	324.62	324.57	7.58	3.79	641.66	9.92	87.175	17146.91927705	7420538.24
2016-03-02	92	324.79	326.0	314.93	316.24	321.57	11.07	5.54	621.4	-1.1925	96.1925	15553.921766880001	6674632.11
2016-03-03	93	315.94	317.59	310.07	314.66	314.19	7.52	3.76	621.79	-2.4875	101.3525	22251.369526399998	9313469.83
2016-03-04	94	314.63	317.18	304.73	305.69	312.31	12.45	6.22	598.93	-17.4625	113.95225	19785.08808098	8235088.14
2016-03-05	95	407.0	408.38	384.37	396.41	397.09	24.01	12.0	768.8	72.72025	13.3635	41684.486321749995	16561443.46
2016-03-06	96	396.3	410.03	388.97	403.19	401.51	21.06	10.53	785.33	79.09475	8.30025	17454.31054548	7019729.0
2016-03-07	97	403.38	415.49	399.17	412.16	408.36	16.32	8.16	808.0	85.395	2.65275	20704.51738886	8461163.5
2016-03-08	98	412.32	414.97	408.04	411.79	411.39	6.94	3.47	816.65	87.175	3.71	15898.093096510001	6542457.62
2016-03-09	99	411.66	413.9	408.3	412.43	410.97	5.6	2.8	819.27	96.1925	4.204	13051.87604471	5367674.29
2016-03-10	100	412.04	419.93	409.86	416.01	414.15	10.07	5.04	821.95	101.3525	2.793	20482.76685531	8481526.61
2016-03-11	101	416.09	422.02	415.22	419.64	419.26	6.8	3.4	832.48	113.95225	-11.0395	16634.70752573	6970888.97
2016-03-12	102	419.38	420.8	406.7	409.77	412.71	14.1	7.05	805.44	13.3635	-0.17125	18040.21745964	7446262.68
2016-03-13	103	410.01	415.76	409.3	411.49	411.91	6.46	3.23	816.53	8.30025	0.35725	11961.01582605	4929803.43
2016-03-14	104	411.92	415.8	410.32	414.81	413.23	5.48	2.74	824.14	2.65275	-2.97825	16501.45789614	6820090.14
2016-03-15	105	414.74	417.05	412.37	415.5	415.23	4.68	2.34	826.33	3.71	1.315	15261.048452219999	6337097.71
2016-03-16	106	415.58	417.1	413.31	416.64	415.29	3.79	1.89	829.49	4.204	0.381	14422.78256936	5988450.38
