Date	index	open	high	low	close	weighted_price	high_low_spread	midquote_price	effective_spread	7_trailing	7_next_trailing	volume_btc	volume_currency
2016-03-17	107	416.72	420.45	416.08	418.8	418.69	4.37	2.19	833.24	2.793	-4.388	13519.575185349999	5657521.22
2016-03-18	108	419.07	419.38	403.09	408.6	411.49	16.3	8.15	800.9	-11.0395	7.12	23175.74050329	9530254.02
2016-03-19	109	408.42	410.5	404.96	409.6	408.09	5.54	2.77	813.65	-0.17125	7.43325	11085.45211563	4522790.31
2016-03-20	110	409.58	413.59	408.72	411.85	411.23	4.87	2.44	818.83	0.35725	13.0995	9680.621378700002	3980595.81
2016-03-21	111	411.46	412.58	407.16	411.83	410.09	5.42	2.71	818.25	-2.97825	10.9805	13147.97828251	5388802.8
2016-03-22	112	411.63	417.49	410.9	416.82	415.43	6.59	3.29	827.05	1.315	-0.725	15064.67181421	6258319.48
2016-03-23	113	417.07	418.57	413.82	417.02	416.36	4.75	2.38	829.28	0.381	-3.9445	15197.623122340001	6331271.37
2016-03-24	114	416.89	417.65	412.42	414.42	415.92	5.23	2.61	823.6	-4.388	1.2275	11382.0106328	4732214.15
2016-03-25	115	414.42	417.51	412.4	415.72	415.49	5.12	2.56	826.32	7.12	1.51475	10754.99738241	4465409.79
2016-03-26	116	415.82	417.54	414.68	417.03	416.35	2.85	1.43	831.21	7.43325	2.81175	7086.10352326	2950420.65
2016-03-27	117	417.12	427.7	416.06	424.95	422.96	11.64	5.82	838.26	13.0995	-5.2575	13301.17865619	5625694.89
2016-03-28	118	424.87	425.29	420.62	422.82	423.1	4.67	2.33	840.96	10.9805	-3.225	12723.697143	5379938.91
2016-03-29	119	422.83	425.33	407.02	416.09	416.4	18.31	9.15	813.88	-0.725	6.5775	18764.21930825	7806012.13
2016-03-30	120	415.58	416.01	408.7	413.07	412.69	7.3	3.65	818.84	-3.9445	8.8895	14609.938953129998	6029521.51
2016-03-31	121	413.24	418.04	412.54	415.64	415.49	5.5	2.75	825.78	1.2275	5.7575	13681.46212263	5683060.81
2016-04-01	122	415.79	417.69	414.36	417.23	416.4	3.33	1.66	831.14	1.51475	1.67775	11903.307796190002	4953537.06
2016-04-02	123	417.29	421.06	417.04	419.84	419.51	4.02	2.01	835.67	2.81175	-105.89775	8377.966854949998	3512001.39
2016-04-03	124	419.84	420.38	416.91	419.69	418.66	3.47	1.74	835.92	-5.2575	-103.63425	8752.747151849999	3661507.38
2016-04-04	125	419.46	420.5	416.63	419.59	418.72	3.87	1.94	835.31	-3.225	-102.05	12541.61434725	5249591.88
2016-04-05	126	419.24	423.56	418.23	422.67	421.67	5.33	2.67	840.01	6.5775	-102.6575	13709.28947165	5776554.45
2016-04-06	127	422.74	423.6	420.84	421.96	422.27	2.76	1.38	841.17	8.8895	-103.7005	12738.804372690001	5377551.19
2016-04-07	128	421.76	423.0	419.31	421.4	421.59	3.69	1.85	839.11	5.7575	3.68475	14394.48449035	6066195.37
2016-04-08	129	421.48	424.76	416.74	418.91	422.01	8.02	4.01	829.8	1.67775	10.67975	15862.424178559999	6688127.83
2016-04-09	130	314.15	314.81	310.63	313.94	312.98	4.19	2.09	623.7	-105.89775	116.5575	7966.492390120001	3323523.67
2016-04-10	131	314.04	317.17	313.4	316.06	315.55	3.77	1.88	628.35	-103.63425	112.0225	6423.44933785	2704406.8
2016-04-11	132	316.09	317.82	314.59	317.54	316.28	3.23	1.62	631.85	-102.05	111.1975	9837.14275114	4149754.0
2016-04-12	133	317.44	321.7	316.78	320.01	319.37	4.91	2.46	635.11	-102.6575	116.24925	14235.78398458	6061106.92
2016-04-13	134	319.95	320.79	316.96	318.26	318.78	3.82	1.91	632.7	-103.7005	123.46175	10987.30312968	4674323.01
2016-04-14	135	424.47	426.03	422.82	425.08	424.48	3.22	1.61	846.95	3.68475	25.98225	10186.56516272	4327422.47
2016-04-15	136	425.36	430.31	424.25	429.59	428.02	6.06	3.03	853.13	10.67975	18.33225	14880.40817322	6366064.46
2016-04-16	137	429.37	433.08	416.74	430.5	430.51	16.33	8.17	844.67	116.5575	21.578	9103.25981569	3922237.24
2016-04-17	138	430.83	431.77	414.16	428.08	428.56	17.61	8.8	838.56	112.0225	32.1625	7577.7928382	3253873.43
2016-04-18	139	427.91	430.67	426.79	428.74	428.34	3.88	1.94	853.59	111.1975	34.6155	13922.144108049999	5966581.99
2016-04-19	140	428.72	437.3	427.49	436.26	430.82	9.81	4.91	862.71	116.24925	32.09825	14535.695198989999	6264654.15
2016-04-20	141	436.11	443.82	434.55	441.72	439.0	9.27	4.63	874.18	123.46175	3.21125	23454.62983521	10294725.34
2016-04-21	142	441.81	452.57	440.52	451.07	445.56	12.04	6.02	890.09	25.98225	-1.1395	23449.34745202	10450886.14
2016-04-22	143	450.83	451.47	443.43	447.92	447.44	8.04	4.02	887.81	18.33225	9.37025	18781.24066621	8407048.86
2016-04-23	144	447.44	452.19	445.08	452.08	448.63	7.11	3.55	897.05	21.578	-1.78875	10400.98040202	4672523.28
2016-04-24	145	452.08	463.0	448.71	460.24	455.91	14.29	7.15	906.2	32.1625	-6.632	17648.858876	8069913.23
2016-04-25	146	460.25	470.24	454.44	463.35	462.54	15.8	7.9	910.9	34.6155	-18.40175	29055.616625789997	13440254.41
2016-04-26	147	463.93	470.31	462.65	468.36	466.78	7.66	3.83	929.06	32.09825	-16.9675	25162.62013986	11743620.57
2016-04-27	148	467.97	469.28	443.03	444.94	457.02	26.25	13.12	863.62	3.21125	2.69025	27640.72581353	12648923.98
2016-04-28	149	445.57	450.97	435.26	449.93	444.83	15.7	7.85	884.15	-1.1395	-0.9975	26319.753951450002	11700768.88
